person_id,split,shot_id,pose_id,pose_description,angle_id,angle_description,background_id,lighting_id,garment_slot,garment_id,garment_type,camera_distance_class,quality_flags
person_019,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_019__G_rot_3,tbd,full_body_mid_distance,[]
person_019,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_019__G_rot_3,tbd,full_body_mid_distance,[]
person_019,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_019__G_rot_3,tbd,full_body_mid_distance,[]
person_019,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_019__G_rot_3,tbd,full_body_mid_distance,[]
person_020,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_020__G_core_1,tbd,full_body_mid_distance,[]
person_020,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_020__G_core_1,tbd,full_body_mid_distance,[]
person_020,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_020__G_core_1,tbd,full_body_mid_distance,[]
person_020,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_020__G_core_1,tbd,full_body_mid_distance,[]
person_020,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_020__G_core_2,tbd,full_body_mid_distance,[]
person_020,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_020__G_core_2,tbd,full_body_mid_distance,[]
person_020,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_020__G_core_2,tbd,full_body_mid_distance,[]
person_020,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_020__G_core_2,tbd,full_body_mid_distance,[]
person_020,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_020__G_rot_1,tbd,full_body_mid_distance,[]
person_020,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_020__G_rot_1,tbd,full_body_mid_distance,[]
person_020,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_020__G_rot_1,tbd,full_body_mid_distance,[]
person_020,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_020__G_rot_1,tbd,full_body_mid_distance,[]
person_020,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_020__G_rot_2,tbd,full_body_mid_distance,[]
person_020,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_020__G_rot_2,tbd,full_body_mid_distance,[]
person_020,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_020__G_rot_2,tbd,full_body_mid_distance,[]
person_020,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_020__G_rot_2,tbd,full_body_mid_distance,[]
person_020,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_020__G_rot_3,tbd,full_body_mid_distance,[]
person_020,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_020__G_rot_3,tbd,full_body_mid_distance,[]
person_020,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_020__G_rot_3,tbd,full_body_mid_distance,[]
person_020,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_020__G_rot_3,tbd,full_body_mid_distance,[]
person_021,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_021__G_core_1,tbd,full_body_mid_distance,[]
person_021,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_021__G_core_1,tbd,full_body_mid_distance,[]
person_021,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_021__G_core_1,tbd,full_body_mid_distance,[]
person_021,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_021__G_core_1,tbd,full_body_mid_distance,[]
person_021,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_021__G_core_2,tbd,full_body_mid_distance,[]
person_021,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_021__G_core_2,tbd,full_body_mid_distance,[]
person_021,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_021__G_core_2,tbd,full_body_mid_distance,[]
person_021,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_021__G_core_2,tbd,full_body_mid_distance,[]
person_021,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_021__G_rot_1,tbd,full_body_mid_distance,[]
person_021,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_021__G_rot_1,tbd,full_body_mid_distance,[]
person_021,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_021__G_rot_1,tbd,full_body_mid_distance,[]
person_021,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_021__G_rot_1,tbd,full_body_mid_distance,[]
person_021,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_021__G_rot_2,tbd,full_body_mid_distance,[]
person_021,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_021__G_rot_2,tbd,full_body_mid_distance,[]
person_021,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_021__G_rot_2,tbd,full_body_mid_distance,[]
person_021,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_021__G_rot_2,tbd,full_body_mid_distance,[]
person_021,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_021__G_rot_3,tbd,full_body_mid_distance,[]
person_021,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_021__G_rot_3,tbd,full_body_mid_distance,[]
person_021,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_021__G_rot_3,tbd,full_body_mid_distance,[]
person_021,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_021__G_rot_3,tbd,full_body_mid_distance,[]
person_022,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_022__G_core_1,tbd,full_body_mid_distance,[]
person_022,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_022__G_core_1,tbd,full_body_mid_distance,[]
person_022,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_022__G_core_1,tbd,full_body_mid_distance,[]
person_022,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_022__G_core_1,tbd,full_body_mid_distance,[]
person_022,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_022__G_core_2,tbd,full_body_mid_distance,[]
person_022,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_022__G_core_2,tbd,full_body_mid_distance,[]
person_022,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_022__G_core_2,tbd,full_body_mid_distance,[]
person_022,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_022__G_core_2,tbd,full_body_mid_distance,[]
person_022,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_022__G_rot_1,tbd,full_body_mid_distance,[]
person_022,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_022__G_rot_1,tbd,full_body_mid_distance,[]
person_022,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_022__G_rot_1,tbd,full_body_mid_distance,[]
person_022,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_022__G_rot_1,tbd,full_body_mid_distance,[]
person_022,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_022__G_rot_2,tbd,full_body_mid_distance,[]
person_022,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_022__G_rot_2,tbd,full_body_mid_distance,[]
person_022,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_022__G_rot_2,tbd,full_body_mid_distance,[]
person_022,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_022__G_rot_2,tbd,full_body_mid_distance,[]
person_022,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_022__G_rot_3,tbd,full_body_mid_distance,[]
person_022,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_022__G_rot_3,tbd,full_body_mid_distance,[]
person_022,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_022__G_rot_3,tbd,full_body_mid_distance,[]
person_022,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_022__G_rot_3,tbd,full_body_mid_distance,[]
person_023,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_023__G_core_1,tbd,full_body_mid_distance,[]
person_023,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_023__G_core_1,tbd,full_body_mid_distance,[]
person_023,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_023__G_core_1,tbd,full_body_mid_distance,[]
person_023,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_023__G_core_1,tbd,full_body_mid_distance,[]
person_023,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_023__G_core_2,tbd,full_body_mid_distance,[]
person_023,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_023__G_core_2,tbd,full_body_mid_distance,[]
person_023,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_023__G_core_2,tbd,full_body_mid_distance,[]
person_023,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_023__G_core_2,tbd,full_body_mid_distance,[]
person_023,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_023__G_rot_1,tbd,full_body_mid_distance,[]
person_023,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_023__G_rot_1,tbd,full_body_mid_distance,[]
person_023,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_023__G_rot_1,tbd,full_body_mid_distance,[]
person_023,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_023__G_rot_1,tbd,full_body_mid_distance,[]
person_023,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_023__G_rot_2,tbd,full_body_mid_distance,[]
person_023,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_023__G_rot_2,tbd,full_body_mid_distance,[]
person_023,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_023__G_rot_2,tbd,full_body_mid_distance,[]
person_023,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_023__G_rot_2,tbd,full_body_mid_distance,[]
person_023,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_023__G_rot_3,tbd,full_body_mid_distance,[]
person_023,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_023__G_rot_3,tbd,full_body_mid_distance,[]
person_023,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_023__G_rot_3,tbd,full_body_mid_distance,[]
person_023,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_023__G_rot_3,tbd,full_body_mid_distance,[]
person_024,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_024__G_core_1,tbd,full_body_mid_distance,[]
person_024,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_024__G_core_1,tbd,full_body_mid_distance,[]
person_024,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_024__G_core_1,tbd,full_body_mid_distance,[]
person_024,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_024__G_core_1,tbd,full_body_mid_distance,[]
person_024,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_024__G_core_2,tbd,full_body_mid_distance,[]
person_024,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_024__G_core_2,tbd,full_body_mid_distance,[]
person_024,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_024__G_core_2,tbd,full_body_mid_distance,[]
person_024,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_024__G_core_2,tbd,full_body_mid_distance,[]
person_024,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_024__G_rot_1,tbd,full_body_mid_distance,[]
person_024,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_024__G_rot_1,tbd,full_body_mid_distance,[]
person_024,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_024__G_rot_1,tbd,full_body_mid_distance,[]
person_024,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_024__G_rot_1,tbd,full_body_mid_distance,[]
person_024,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_024__G_rot_2,tbd,full_body_mid_distance,[]
person_024,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_024__G_rot_2,tbd,full_body_mid_distance,[]
person_024,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_024__G_rot_2,tbd,full_body_mid_distance,[]
person_024,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_024__G_rot_2,tbd,full_body_mid_distance,[]
person_024,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_024__G_rot_3,tbd,full_body_mid_distance,[]
person_024,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_024__G_rot_3,tbd,full_body_mid_distance,[]
person_024,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_024__G_rot_3,tbd,full_body_mid_distance,[]
person_024,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_024__G_rot_3,tbd,full_body_mid_distance,[]
person_025,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_025__G_core_1,tbd,full_body_mid_distance,[]
person_025,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_025__G_core_1,tbd,full_body_mid_distance,[]
person_025,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_025__G_core_1,tbd,full_body_mid_distance,[]
person_025,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_025__G_core_1,tbd,full_body_mid_distance,[]
person_025,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_025__G_core_2,tbd,full_body_mid_distance,[]
person_025,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_025__G_core_2,tbd,full_body_mid_distance,[]
person_025,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_025__G_core_2,tbd,full_body_mid_distance,[]
person_025,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_025__G_core_2,tbd,full_body_mid_distance,[]
person_025,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_025__G_rot_1,tbd,full_body_mid_distance,[]
person_025,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_025__G_rot_1,tbd,full_body_mid_distance,[]
person_025,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_025__G_rot_1,tbd,full_body_mid_distance,[]
person_025,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_025__G_rot_1,tbd,full_body_mid_distance,[]
person_025,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_025__G_rot_2,tbd,full_body_mid_distance,[]
person_025,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_025__G_rot_2,tbd,full_body_mid_distance,[]
person_025,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_025__G_rot_2,tbd,full_body_mid_distance,[]
person_025,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_025__G_rot_2,tbd,full_body_mid_distance,[]
person_025,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_025__G_rot_3,tbd,full_body_mid_distance,[]
person_025,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_025__G_rot_3,tbd,full_body_mid_distance,[]
person_025,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_025__G_rot_3,tbd,full_body_mid_distance,[]
person_025,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_025__G_rot_3,tbd,full_body_mid_distance,[]
person_026,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_026__G_core_1,tbd,full_body_mid_distance,[]
person_026,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_026__G_core_1,tbd,full_body_mid_distance,[]
person_026,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_026__G_core_1,tbd,full_body_mid_distance,[]
person_026,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_026__G_core_1,tbd,full_body_mid_distance,[]
person_026,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_026__G_core_2,tbd,full_body_mid_distance,[]
person_026,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_026__G_core_2,tbd,full_body_mid_distance,[]
person_026,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_026__G_core_2,tbd,full_body_mid_distance,[]
person_026,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_026__G_core_2,tbd,full_body_mid_distance,[]
person_026,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_026__G_rot_1,tbd,full_body_mid_distance,[]
person_026,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_026__G_rot_1,tbd,full_body_mid_distance,[]
person_026,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_026__G_rot_1,tbd,full_body_mid_distance,[]
person_026,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_026__G_rot_1,tbd,full_body_mid_distance,[]
person_026,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_026__G_rot_2,tbd,full_body_mid_distance,[]
person_026,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_026__G_rot_2,tbd,full_body_mid_distance,[]
person_026,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_026__G_rot_2,tbd,full_body_mid_distance,[]
person_026,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_026__G_rot_2,tbd,full_body_mid_distance,[]
person_026,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_026__G_rot_3,tbd,full_body_mid_distance,[]
person_026,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_026__G_rot_3,tbd,full_body_mid_distance,[]
person_026,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_026__G_rot_3,tbd,full_body_mid_distance,[]
person_026,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_026__G_rot_3,tbd,full_body_mid_distance,[]
person_027,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_027__G_core_1,tbd,full_body_mid_distance,[]
person_027,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_027__G_core_1,tbd,full_body_mid_distance,[]
person_027,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_027__G_core_1,tbd,full_body_mid_distance,[]
person_027,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_027__G_core_1,tbd,full_body_mid_distance,[]
person_027,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_027__G_core_2,tbd,full_body_mid_distance,[]
person_027,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_027__G_core_2,tbd,full_body_mid_distance,[]
person_027,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_027__G_core_2,tbd,full_body_mid_distance,[]
person_027,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_027__G_core_2,tbd,full_body_mid_distance,[]
person_027,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_027__G_rot_1,tbd,full_body_mid_distance,[]
person_027,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_027__G_rot_1,tbd,full_body_mid_distance,[]
person_027,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_027__G_rot_1,tbd,full_body_mid_distance,[]
person_027,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_027__G_rot_1,tbd,full_body_mid_distance,[]
person_027,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_027__G_rot_2,tbd,full_body_mid_distance,[]
person_027,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_027__G_rot_2,tbd,full_body_mid_distance,[]
person_027,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_027__G_rot_2,tbd,full_body_mid_distance,[]
person_027,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_027__G_rot_2,tbd,full_body_mid_distance,[]
person_027,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_027__G_rot_3,tbd,full_body_mid_distance,[]
person_027,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_027__G_rot_3,tbd,full_body_mid_distance,[]
person_027,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_027__G_rot_3,tbd,full_body_mid_distance,[]
person_027,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_027__G_rot_3,tbd,full_body_mid_distance,[]
person_028,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_028__G_core_1,tbd,full_body_mid_distance,[]
person_028,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_028__G_core_1,tbd,full_body_mid_distance,[]
person_028,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_028__G_core_1,tbd,full_body_mid_distance,[]
person_028,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_028__G_core_1,tbd,full_body_mid_distance,[]
person_028,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_028__G_core_2,tbd,full_body_mid_distance,[]
person_028,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_028__G_core_2,tbd,full_body_mid_distance,[]
person_028,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_028__G_core_2,tbd,full_body_mid_distance,[]
person_028,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_028__G_core_2,tbd,full_body_mid_distance,[]
person_028,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_028__G_rot_1,tbd,full_body_mid_distance,[]
person_028,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_028__G_rot_1,tbd,full_body_mid_distance,[]
person_028,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_028__G_rot_1,tbd,full_body_mid_distance,[]
person_028,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_028__G_rot_1,tbd,full_body_mid_distance,[]
person_028,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_028__G_rot_2,tbd,full_body_mid_distance,[]
person_028,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_028__G_rot_2,tbd,full_body_mid_distance,[]
person_028,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_028__G_rot_2,tbd,full_body_mid_distance,[]
person_028,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_028__G_rot_2,tbd,full_body_mid_distance,[]
person_028,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_028__G_rot_3,tbd,full_body_mid_distance,[]
person_028,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_028__G_rot_3,tbd,full_body_mid_distance,[]
person_028,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_028__G_rot_3,tbd,full_body_mid_distance,[]
person_028,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_028__G_rot_3,tbd,full_body_mid_distance,[]
person_029,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_029__G_core_1,tbd,full_body_mid_distance,[]
person_029,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_029__G_core_1,tbd,full_body_mid_distance,[]
person_029,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_029__G_core_1,tbd,full_body_mid_distance,[]
person_029,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_029__G_core_1,tbd,full_body_mid_distance,[]
person_029,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_029__G_core_2,tbd,full_body_mid_distance,[]
person_029,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_029__G_core_2,tbd,full_body_mid_distance,[]
person_029,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_029__G_core_2,tbd,full_body_mid_distance,[]
person_029,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_029__G_core_2,tbd,full_body_mid_distance,[]
person_029,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_029__G_rot_1,tbd,full_body_mid_distance,[]
person_029,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_029__G_rot_1,tbd,full_body_mid_distance,[]
person_029,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_029__G_rot_1,tbd,full_body_mid_distance,[]
person_029,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_029__G_rot_1,tbd,full_body_mid_distance,[]
person_029,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_029__G_rot_2,tbd,full_body_mid_distance,[]
